Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Ruleset,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
5,Kushala Daora,Wings of the Wind,チャンプ (Champ),"05'33""93",333.93,IG,PS4,Freestyle,111,64,3,3
5,Kushala Daora,Wings of the Wind, Mai LBG,"06'02""03",362.03,LBG,PS4,TA Rules,112,65,7,5
5,Kushala Daora,The Harbinger of Clear Skies,Zero,"06'13""21",373.21,LS,PS4,Freestyle,113,8,24,2
5,Kushala Daora,Wings of the Wind,TiiEleven,"06'28""85",388.85,CB,PS4,Freestyle,114,66,6,2
5,Kushala Daora,In the Tempest's Wake,Fox Invictus,"07'02""16",422.16,SA,PS4,Freestyle,115,41,6,2
5,Kushala Daora,Wings of the Wind,折紙正宗 (Origami Masamune),"07'17""08",437.08,SA,PS4,Freestyle,116,67,7,4
5,Kushala Daora,In the Tempest's Wake,銭山ボネラ,"07'20""78",440.78,HH,PS4,TA Rules,117,42,1,1
5,Kushala Daora,Wings of the Wind,Vunusa,"07'41""25",461.25,HH,PC,Freestyle,118,68,2,1
5,Kushala Daora,The Harbinger of Clear Skies,はおー (Haoh),"08'02""08",482.08,LBG,PS4,Freestyle,119,9,8,1
5,Kushala Daora,The Harbinger of Clear Skies,BrickDoggo,"08'06""93",486.93,HH,PC,Freestyle,120,10,3,1
5,Kushala Daora,Wings of the Wind,shota (ショータ),"08'19""60",499.6,HH,PS4,Freestyle,121,69,4,2
5,Kushala Daora,The Harbinger of Clear Skies,Suzi L.,"09'13""55",553.55,LS,PS4,TA Rules,122,11,25,3
5,Kushala Daora,The Harbinger of Clear Skies,Nashl1ve,"13'20""10",800.1,HH,PS4,Freestyle,123,12,5,2
5,Namielle,Memories of the Sea God,VANS,"01'44""11",104.11,HBG,PC,Freestyle,1,1,1,1
5,Namielle,Memories of the Sea God,早餐奶 (airA),"01'46""15",106.15,HBG,PC,Freestyle,2,2,2,2
5,Namielle,Memories of the Sea God,冰凌银爵,"02'24""26",144.26,Bow,PC,Freestyle,3,3,1,1
5,Namielle,Memories of the Sea God,ネコがみ (Nekogami Kuroha),"02'31""96",151.96,Bow,PS4,Freestyle,4,4,2,2
5,Namielle,Memories of the Sea God,slime,"02'32""93",152.93,SnS,PC,Freestyle,5,5,1,1
5,Namielle,Memories of the Sea God,Randel Daora,"02'35""43",155.43,HBG,PS4,Freestyle,6,6,3,3
5,Namielle,Memories of the Sea God,Harper,"02'36""21",156.21,SnS,PC,Freestyle,7,7,2,2
5,Namielle,Memories of the Sea God,Crimdawgx,"02'40""06",160.06,GS,PC,Freestyle,8,8,1,1
5,Namielle,Memories of the Sea God,Kikitoudur,"02'42""80",162.8,Bow,PS4,Freestyle,9,9,3,3
5,Namielle,Memories of the Sea God,cming2163,"02'43""30",163.3,GS,PC,Freestyle,10,10,2,2
5,Namielle,Memories of the Sea God,りざRZX,"02'45""13",165.13,Bow,PS4,Freestyle,11,11,4,4
5,Namielle,Memories of the Sea God,早餐奶 (airA),"02'47""41",167.41,Bow,PC,TA Rules,12,12,5,5
5,Namielle,Memories of the Sea God,Vivern96,"02'50""23",170.23,SA,PC,Freestyle,13,13,1,1
5,Namielle,Memories of the Sea God,Tidus69,"02'58""81",178.81,Bow,PC,TA Rules,14,14,6,6
5,Namielle,Memories of the Sea God,Fay,"03'04""91",184.91,Bow,PC,TA Rules,15,15,7,7
5,Namielle,Memories of the Sea God,HK_MH_OLAY,"03'08""70",188.7,GS,PS4,Freestyle,16,16,3,3
5,Namielle,Memories of the Sea God,대전설GLGD,"03'09""16",189.16,DB,PC,Freestyle,17,17,1,1
5,Namielle,Memories of the Sea God,荒古遗陳,"03'11""71",191.71,LBG,PC,Freestyle,18,18,1,1
5,Namielle,Memories of the Sea God,Feibo,"03'11""91",191.91,GS,PC,Freestyle,19,19,4,4
5,Namielle,Memories of the Sea God,HCZS,"03'12""01",192.01,CB,PC,Freestyle,20,20,1,1
5,Namielle,Memories of the Sea God,lea,"03'15""25",195.25,Bow,PC,TA Rules,21,21,8,8
5,Namielle,Memories of the Sea God,Momo,"03'24""36",204.36,Bow,PS4,Freestyle,22,22,9,9
5,Namielle,Memories of the Sea God,Millan Rain,"03'25""68",205.68,Bow,PS4,TA Rules,23,23,10,10
5,Namielle,Memories of the Sea God,ブルテリア(Bullterrier),"03'27""51",207.51,LBG,PS4,Freestyle,24,24,2,2
5,Namielle,Memories of the Sea God,TSC,"03'28""73",208.73,GS,PS4,Freestyle,25,25,5,5
5,Namielle,Memories of the Sea God,Randel Daora,"03'32""11",212.11,LBG,PS4,Freestyle,26,26,3,3
5,Namielle,Memories of the Sea God,Ricky,"03'40""06",220.06,GS,Xbox,Freestyle,27,27,6,6
5,Namielle,Memories of the Sea God,Mugime,"03'42""25",222.25,Bow,PS4,TA Rules,28,28,11,11
5,Namielle,Memories of the Sea God,Starlord_MHW,"03'45""38",225.38,CB,PC,Freestyle,29,29,2,2
5,Namielle,Memories of the Sea God,はおー (Haoh),"03'48""58",228.58,LBG,PS4,Freestyle,30,30,4,4
5,Namielle,Memories of the Sea God,CutieHunter,"03'51""00",231.0,HBG,PS4,Freestyle,31,31,4,4
5,Namielle,Memories of the Sea God,トーリィ (Torri),"03'52""76",232.76,Bow,PS4,TA Rules,32,32,12,12
5,Namielle,Memories of the Sea God,テトラ (Tetora),"03'56""60",236.6,GS,PS4,Freestyle,33,33,7,7
5,Namielle,Memories of the Sea God,TiiEleven,"04'03""26",243.26,CB,PS4,Freestyle,34,34,3,3
5,Namielle,Memories of the Sea God, Mai LBG,"04'05""98",245.98,HBG,PS4,TA Rules,35,35,5,5
5,Namielle,Memories of the Sea God, PongPong LEE,"04'07""51",247.51,LBG,PS4,Freestyle,36,36,5,5
5,Namielle,Memories of the Sea God,王小卷,"04'10""11",250.11,SA,PC,Freestyle,37,37,2,2
5,Namielle,Memories of the Sea God,欢爱Hの纠结 (欢爱リン様のセバ),"04'11""55",251.55,DB,PC,Freestyle,38,38,2,2
5,Namielle,Memories of the Sea God,Pochi,"04'12""83",252.83,IG,PS4,Freestyle,39,39,1,1
5,Namielle,Memories of the Sea God,Kikitoudur,"04'16""51",256.51,CB,PS4,Freestyle,40,40,4,4
5,Namielle,Memories of the Sea God,Virkiato,"04'17""66",257.66,CB,PC,Freestyle,41,41,5,5
5,Namielle,Memories of the Sea God,RYO,"04'19""80",259.8,LS,PS4,Freestyle,42,42,1,1
5,Namielle,Memories of the Sea God,咩瓜,"04'21""65",261.65,LS,PS4,Freestyle,43,43,2,2
5,Namielle,Memories of the Sea God,聿怀丶,"04'22""83",262.83,LS,PC,Freestyle,44,44,3,3
5,Namielle,Memories of the Sea God,田中,"04'28""26",268.26,GL,PS4,Freestyle,45,45,1,1
5,Namielle,Memories of the Sea God,のら (Nora),"04'30""75",270.75,SA,PS4,TA Rules,46,46,3,3
5,Namielle,Memories of the Sea God,suzume,"04'31""31",271.31,SnS,PC,TA Rules,47,47,3,3
5,Namielle,Memories of the Sea God,ボム (Bomb),"04'33""00",273.0,GS,PS4,Freestyle,48,48,8,8
5,Namielle,Memories of the Sea God,風丸 (Kazemaru),"04'33""48",273.48,SnS,PS4,Freestyle,49,49,4,4
5,Namielle,Memories of the Sea God,ryoko,"04'35""78",275.78,SA,PS4,Freestyle,50,50,4,4
5,Namielle,Memories of the Sea God,AngBata 11,"04'38""45",278.45,HBG,PS4,Freestyle,51,51,6,6
5,Namielle,Memories of the Sea God,TBT,"04'38""98",278.98,LBG,PS4,TA Rules,52,52,6,6
5,Namielle,Memories of the Sea God,Doong,"04'39""30",279.3,CB,PC,Freestyle,53,53,6,6
5,Namielle,Memories of the Sea God,tatsuffy,"04'42""00",282.0,HBG,PS4,Freestyle,54,54,7,7
5,Namielle,Memories of the Sea God,Hayato,"04'42""48",282.48,CB,PS4,Freestyle,55,55,7,7
5,Namielle,Memories of the Sea God,luna,"04'42""76",282.76,LBG,PS4,TA Rules,56,56,7,7
5,Namielle,Memories of the Sea God,Mzly,"04'43""78",283.78,LS,PC,TA Rules,57,57,4,4
5,Namielle,Memories of the Sea God,Soup,"04'45""38",285.38,IG,PC,Freestyle,58,58,2,2
5,Namielle,Memories of the Sea God,Farah,"04'47""28",287.28,CB,PS4,Freestyle,59,59,8,8
5,Namielle,Memories of the Sea God,Photowork,"04'48""50",288.5,CB,PS4,Freestyle,60,60,9,9
5,Namielle,Memories of the Sea God,yuuki,"04'52""30",292.3,LS,PS4,TA Rules,61,61,5,5
5,Namielle,Memories of the Sea God,ハルケン (Haruken),"04'54""76",294.76,Lance,PS4,TA Rules,62,62,1,1
5,Namielle,Memories of the Sea God,ちぇりお (Chierio),"04'54""86",294.86,SnS,PS4,Freestyle,63,63,5,5
5,Namielle,Memories of the Sea God,もっぽろん (Mopporon),"04'55""83",295.83,HH,PS4,Freestyle,64,64,1,1
5,Namielle,Memories of the Sea God,YAMA,"04'58""86",298.86,GL,PS4,Freestyle,65,65,2,2
5,Namielle,Memories of the Sea God,焗香蔬蟹煲,"04'59""36",299.36,IG,PS4,Freestyle,66,66,3,3
5,Namielle,Memories of the Sea God,ぬー (Nu),"05'01""96",301.96,Hammer,PS4,TA Rules,67,67,1,1
5,Namielle,Memories of the Sea God,香子兰 (Vanilla),"05'07""33",307.33,DB,PS4,TA Rules,68,68,3,3
5,Namielle,Memories of the Sea God,えり (Eri),"05'09""83",309.83,CB,PS4,TA Rules,69,69,10,10
5,Namielle,Memories of the Sea God,hitoshi,"05'11""66",311.66,LS,PS4,TA Rules,70,70,6,6
5,Namielle,Memories of the Sea God,ぶー,"05'13""88",313.88,Bow,PS4,TA Rules,71,71,13,13
5,Namielle,Memories of the Sea God,Patrick_Oscar,"05'25""99",325.99,IG,PS4,Freestyle,72,72,4,4
5,Namielle,Memories of the Sea God,Preydator,"05'32""25",332.25,GS,PS4,Freestyle,73,73,9,9
5,Namielle,Memories of the Sea God,望遠鏡 (VulpesMH),"05'40""40",340.4,SnS,PS4,Freestyle,74,74,6,6
5,Namielle,Memories of the Sea God,Crukkz,"05'47""20",347.2,Hammer,PC,TA Rules,75,75,2,2
5,Namielle,Memories of the Sea God,ぜん (Zen),"05'49""56",349.56,SnS,PS4,TA Rules,76,76,7,7
5,Namielle,Memories of the Sea God,ばろ (Baro),"05'54""88",354.88,IG,PS4,TA Rules,77,77,5,5
5,Namielle,Memories of the Sea God,Attacker,"05'55""70",355.7,DB,PS4,TA Rules,78,78,4,4
5,Namielle,Memories of the Sea God,めがーぬ (Meganu),"05'58""03",358.03,HH,PS4,TA Rules,79,79,2,2
5,Namielle,Memories of the Sea God,고르고서틴,"06'07""50",367.5,LS,PS4,Freestyle,80,80,7,7
5,Namielle,Memories of the Sea God,Del-Pi,"06'29""56",389.56,SnS,PS4,Freestyle,81,81,8,8
5,Namielle,Memories of the Sea God,Rayan4,"06'31""96",391.96,LS,PS4,TA Rules,82,82,8,8
5,Namielle,Memories of the Sea God,牛乳,"06'35""65",395.65,SnS,PS4,TA Rules,83,83,9,9
5,Namielle,Memories of the Sea God,お,"06'39""20",399.2,Lance,PS4,TA Rules,84,84,2,2
5,Namielle,Memories of the Sea God,折紙正宗 (Origami Masamune),"06'55""30",415.3,SA,PS4,Freestyle,85,85,5,5
5,Namielle,Memories of the Sea God,はまピー,"06'56""03",416.03,HH,PS4,TA Rules,86,86,3,3
5,Namielle,Memories of the Sea God,pepo,"07'03""85",423.85,Hammer,PS4,Freestyle,87,87,3,3
5,Namielle,Memories of the Sea God,Rolltorest,"07'14""50",434.5,LBG,PS4,TA Rules,88,88,8,8
5,Namielle,Memories of the Sea God,劍鬼恋歌,"07'15""90",435.9,DB,PS4,TA Rules,89,89,5,5
5,Namielle,Memories of the Sea God,creameedream,"07'21""01",441.01,SnS,PS4,TA Rules,90,90,10,10
5,Namielle,Memories of the Sea God,がるど丸 (Garudomaru),"07'44""71",464.71,LBG,PS4,TA Rules,91,91,9,9
5,Namielle,Memories of the Sea God,蜂蜜ゆうた (Yuuta),"07'44""80",464.8,Lance,PS4,Freestyle,92,92,3,3
5,Namielle,Memories of the Sea God,ぐっちゃま (Guccyama),"08'33""28",513.28,HH,PS4,Freestyle,93,93,4,4
5,Namielle,Memories of the Sea God,Mugime,"08'38""86",518.86,GS,PS4,TA Rules,94,94,10,10
5,Savage Deviljho,The Tyrant's Banquet,koty,"01'07""25",67.25,HBG,PC,Freestyle,1,1,1,1
5,Savage Deviljho,The Tyrant's Banquet,GunGai,"01'07""83",67.83,LBG,PC,Freestyle,2,2,1,1
5,Savage Deviljho,A Reason Behind The Hunger,Ricochet,"01'09""31",69.31,HBG,PC,Freestyle,3,1,2,1
5,Savage Deviljho,The Tyrant's Banquet,Ricochet,"01'14""00",74.0,HBG,PC,Freestyle,4,3,3,2
5,Savage Deviljho,A Reason Behind The Hunger,GunGai,"01'24""73",84.73,LBG,PC,Freestyle,5,2,2,1
5,Savage Deviljho,The Tyrant's Banquet,DEVA,"01'27""56",87.56,CB,PC,Freestyle,6,4,1,1
5,Savage Deviljho,A Reason Behind The Hunger,Onisoda,"01'45""11",105.11,HBG,PC,Freestyle,7,3,4,2
5,Savage Deviljho,The Tyrant's Banquet,Rolltorest,"01'47""86",107.86,LBG,PC,Freestyle,8,5,3,2
5,Savage Deviljho,The Tyrant's Banquet,早餐奶 (airA),"01'54""91",114.91,HBG,PC,TA Rules,9,6,5,3
5,Savage Deviljho,The Tyrant's Banquet,Lupin lll,"01'55""23",115.23,HBG,PS4,Freestyle,10,7,6,4
5,Savage Deviljho,A Reason Behind The Hunger,수례VIP고객님,"01'56""63",116.63,HBG,PC,Freestyle,11,4,7,3
5,Savage Deviljho,The Tyrant's Banquet,ゴン (Gon),"01'59""41",119.41,DB,PS4,Freestyle,12,8,1,1
5,Savage Deviljho,The Tyrant's Banquet,Azumi,"02'03""99",123.99,DB,PS4,Freestyle,13,9,2,2
5,Savage Deviljho,The Tyrant's Banquet,Black Reaper,"02'04""33",124.33,DB,PS4,Freestyle,14,10,3,3
5,Savage Deviljho,The Tyrant's Banquet,Kikitoudur,"02'12""86",132.86,Bow,PS4,Freestyle,15,11,1,1
5,Savage Deviljho,The Tyrant's Banquet,ssh0703,"02'13""30",133.3,Bow,PS4,Freestyle,16,12,2,2
5,Savage Deviljho,The Tyrant's Banquet,Fataripper,"02'13""90",133.9,DB,PS4,Freestyle,17,13,4,4
5,Savage Deviljho,The Tyrant's Banquet,Saico,"02'15""03",135.03,Bow,PC,TA Rules,18,14,3,3
5,Savage Deviljho,The Tyrant's Banquet,CeraCymmetry,"02'15""10",135.1,HBG,PC,TA Rules,19,15,8,5
5,Savage Deviljho,The Tyrant's Banquet,マサ (masa),"02'15""40",135.4,DB,PS4,Freestyle,20,16,5,5
5,Savage Deviljho,The Tyrant's Banquet,Tazttyyy,"02'16""43",136.43,Bow,PC,TA Rules,21,17,4,4
5,Savage Deviljho,The Tyrant's Banquet,ワイ氏 (Wai-shi),"02'16""83",136.83,DB,PS4,Freestyle,22,18,6,6
5,Savage Deviljho,The Tyrant's Banquet,강정,"02'18""86",138.86,Bow,PS4,Freestyle,23,19,5,5
5,Savage Deviljho,The Tyrant's Banquet,いろはす (Iroha),"02'19""20",139.2,Bow,PC,TA Rules,24,20,6,6
5,Savage Deviljho,The Tyrant's Banquet,Fay,"02'20""86",140.86,Bow,PC,TA Rules,25,21,7,7
5,Savage Deviljho,The Tyrant's Banquet,ラギア (Ragia),"02'21""33",141.33,Bow,PS4,Freestyle,26,22,8,8
5,Savage Deviljho,The Tyrant's Banquet,ASkilledNoob,"02'21""68",141.68,LS,PC,Freestyle,27,23,1,1
5,Savage Deviljho,The Tyrant's Banquet,Fataripper,"02'22""13",142.13,LS,PS4,Freestyle,28,24,2,2
5,Savage Deviljho,The Tyrant's Banquet,HK_MH_OLAY,"02'23""98",143.98,GS,PS4,Freestyle,29,25,1,1
5,Savage Deviljho,The Tyrant's Banquet,SG K,"02'29""63",149.63,GS,PS4,Freestyle,30,26,2,2
5,Savage Deviljho,A Reason Behind The Hunger,0口0 (WeeeXD),"02'31""36",151.36,GS,PC,Freestyle,31,5,3,1
5,Savage Deviljho,The Tyrant's Banquet,Dune,"02'33""13",153.13,CB,PC,Freestyle,32,27,2,2
5,Savage Deviljho,The Tyrant's Banquet,みかさ (Mikasa),"02'33""31",153.31,DB,PS4,TA Rules,33,28,7,7
5,Savage Deviljho,The Tyrant's Banquet,りざRZX,"02'33""65",153.65,Bow,PS4,Freestyle,34,29,9,9
5,Savage Deviljho,The Tyrant's Banquet,Vycery,"02'36""35",156.35,Bow,PS4,Freestyle,35,30,10,10
5,Savage Deviljho,The Tyrant's Banquet,Dr. Phil,"02'36""56",156.56,SnS,PC,Freestyle,36,31,1,1
5,Savage Deviljho,The Tyrant's Banquet,はおー (Haoh),"02'38""06",158.06,LBG,PS4,Freestyle,37,32,4,3
5,Savage Deviljho,A Reason Behind The Hunger,MethaMode,"02'41""10",161.1,LBG,PS4,Freestyle,38,6,5,2
5,Savage Deviljho,The Tyrant's Banquet,トーリィ (Torri),"02'41""26",161.26,Bow,PS4,TA Rules,39,33,11,11
5,Savage Deviljho,The Tyrant's Banquet,Tidus69,"02'43""48",163.48,Bow,PC,TA Rules,40,34,12,12
5,Savage Deviljho,The Tyrant's Banquet,TBT,"02'44""36",164.36,LBG,PS4,TA Rules,41,35,6,4
5,Savage Deviljho,The Tyrant's Banquet,Rbx Vgames,"02'46""85",166.85,LS,PS4,Freestyle,42,36,3,3
5,Savage Deviljho,The Tyrant's Banquet,Fataripper,"02'48""10",168.1,SA,PS4,Freestyle,43,37,1,1
5,Savage Deviljho,The Tyrant's Banquet,いわたわし (Iwatawashi),"02'48""98",168.98,CB,PS4,Freestyle,44,38,3,3
5,Savage Deviljho,The Tyrant's Banquet,Lagia,"02'50""26",170.26,LS,PS4,TA Rules,45,39,4,4
5,Savage Deviljho,The Tyrant's Banquet,buk,"02'51""30",171.3,CB,PS4,TA Rules,46,40,4,4
5,Savage Deviljho,The Tyrant's Banquet,ボム (Bomb),"02'53""18",173.18,GS,PS4,Freestyle,47,41,4,3
5,Savage Deviljho,The Tyrant's Banquet,ZinogreOnazuchi,"02'57""21",177.21,LS,PS4,Freestyle,48,42,5,5
5,Savage Deviljho,The Tyrant's Banquet,Photowork,"02'57""25",177.25,CB,PS4,Freestyle,49,43,5,5
5,Savage Deviljho,The Tyrant's Banquet,Zer0ExX,"02'57""78",177.78,LS,PS4,Freestyle,50,44,6,6
5,Savage Deviljho,The Tyrant's Banquet,GhostCortex,"02'57""96",177.96,DB,PS4,TA Rules,51,45,8,8
5,Savage Deviljho,The Tyrant's Banquet,SH3RMSY,"02'58""43",178.43,CB,Xbox,TA Rules,52,46,6,6
5,Savage Deviljho,The Tyrant's Banquet,Fataripper,"02'59""90",179.9,HH,PS4,Freestyle,53,47,1,1
5,Savage Deviljho,The Tyrant's Banquet,だーよし,"03'04""35",184.35,IG,PC,TA Rules,54,48,1,1
5,Savage Deviljho,A Reason Behind The Hunger,데쿠애옹 (Izuku midoriya),"03'05""03",185.03,DB,PC,Freestyle,55,7,9,1
5,Savage Deviljho,The Tyrant's Banquet,椿 (Tsubaki),"03'07""43",187.43,DB,PS4,Freestyle,56,49,10,9
5,Savage Deviljho,The Tyrant's Banquet,막강한부엉이 (mightowllll),"03'08""15",188.15,Bow,PS4,TA Rules,57,50,13,13
5,Savage Deviljho,A Reason Behind The Hunger,Lupin lll,"03'09""16",189.16,HBG,PS4,Freestyle,58,8,9,4
5,Savage Deviljho,The Tyrant's Banquet,Yuki,"03'09""23",189.23,Bow,PS4,Freestyle,59,51,14,14
5,Savage Deviljho,A Reason Behind The Hunger,ゴン (Gon),"03'09""78",189.78,DB,PS4,Freestyle,60,9,11,2
5,Savage Deviljho,The Tyrant's Banquet,Kahlan,"03'11""11",191.11,CB,PC,TA Rules,61,52,7,7
5,Savage Deviljho,The Tyrant's Banquet,ソラ (Sora),"03'12""08",192.08,GS,PS4,Freestyle,62,53,5,4
5,Savage Deviljho,The Tyrant's Banquet,Zook,"03'12""68",192.68,HH,PC,TA Rules,63,54,2,2
5,Savage Deviljho,A Reason Behind The Hunger,Rbx Vgames,"03'13""88",193.88,LS,PS4,Freestyle,64,10,7,1
5,Savage Deviljho,The Tyrant's Banquet,ちぇりお (Chierio),"03'16""35",196.35,SnS,PS4,Freestyle,65,55,2,2
5,Savage Deviljho,The Tyrant's Banquet,Zenkeyron,"03'17""99",197.99,LS,PS4,Freestyle,66,56,8,7
5,Savage Deviljho,A Reason Behind The Hunger,buk,"03'18""15",198.15,CB,Xbox,TA Rules,67,11,8,1
5,Savage Deviljho,The Tyrant's Banquet,Extros,"03'19""25",199.25,LS,PS4,TA Rules,68,57,9,8
5,Savage Deviljho,A Reason Behind The Hunger,Rolltorest,"03'19""65",199.65,LBG,PS4,TA Rules,69,12,7,3
5,Savage Deviljho,The Tyrant's Banquet,Soup,"03'21""71",201.71,IG,PC,TA Rules,70,58,2,2
5,Savage Deviljho,The Tyrant's Banquet,elfin,"03'22""45",202.45,LS,PS4,TA Rules,71,59,10,9
5,Savage Deviljho,The Tyrant's Banquet,らとりぃ,"03'28""99",208.99,DB,PS4,Freestyle,72,60,12,10
5,Savage Deviljho,The Tyrant's Banquet, PongPong LEE,"03'36""41",216.41,LBG,PS4,Freestyle,73,61,8,5
5,Savage Deviljho,A Reason Behind The Hunger,Zenkeyron,"03'36""60",216.6,LS,PS4,Freestyle,74,13,11,2
5,Savage Deviljho,The Tyrant's Banquet,Crukkz,"03'37""10",217.1,Hammer,PC,TA Rules,75,62,1,1
5,Savage Deviljho,The Tyrant's Banquet,Pochi,"03'38""48",218.48,IG,PS4,Freestyle,76,63,3,3
5,Savage Deviljho,The Tyrant's Banquet,TYJordan,"03'41""38",221.38,Hammer,PS4,TA Rules,77,64,2,2
5,Savage Deviljho,A Reason Behind The Hunger,诗皖丶 (Shivan),"03'41""51",221.51,LS,PS4,Freestyle,78,14,12,3
5,Savage Deviljho,The Tyrant's Banquet,诗皖丶 (Shivan),"03'41""51",221.51,LS,PS4,Freestyle,79,65,13,10
5,Savage Deviljho,A Reason Behind The Hunger,LonelyLok,"03'42""08",222.08,LS,PC,Freestyle,80,15,14,4
5,Savage Deviljho,The Tyrant's Banquet,Soup,"03'42""78",222.78,SA,PC,TA Rules,81,66,2,2
5,Savage Deviljho,The Tyrant's Banquet,焗香蔬蟹煲,"03'45""83",225.83,IG,PS4,Freestyle,82,67,4,4
5,Savage Deviljho,The Tyrant's Banquet,CantaPerMe,"03'49""01",229.01,DB,PS4,TA Rules,83,68,13,11
5,Savage Deviljho,The Tyrant's Banquet,Rainy,"03'51""56",231.56,CB,PS4,TA Rules,84,69,9,8
5,Savage Deviljho,The Tyrant's Banquet,YU CHIAU JIANG,"03'52""61",232.61,DB,PS4,TA Rules,85,70,14,12
5,Savage Deviljho,The Tyrant's Banquet,AkantoreX,"03'53""31",233.31,GS,PS4,TA Rules,86,71,6,5
5,Savage Deviljho,The Tyrant's Banquet,spicychicken卡肉,"03'53""65",233.65,GS,PS4,TA Rules,87,72,7,6
5,Savage Deviljho,The Tyrant's Banquet,ジン@ (zin@),"03'54""18",234.18,LS,PS4,TA Rules,88,73,15,11
5,Savage Deviljho,The Tyrant's Banquet,KCGemini,"03'54""50",234.5,Lance,PS4,TA Rules,89,74,1,1
5,Savage Deviljho,The Tyrant's Banquet,Del-Pi,"03'54""81",234.81,SnS,PS4,TA Rules,90,75,3,3
5,Savage Deviljho,The Tyrant's Banquet,グリモア (Grimoire),"03'54""95",234.95,CB,PS4,Freestyle,91,76,10,9
5,Savage Deviljho,The Tyrant's Banquet,Cog Vokan,"03'57""73",237.73,SnS,PC,TA Rules,92,77,4,4
5,Savage Deviljho,The Tyrant's Banquet,QTTSix (小六),"04'14""41",254.41,CB,PS4,TA Rules,93,78,11,10
5,Savage Deviljho,The Tyrant's Banquet,AmaDEUS_225,"04'14""78",254.78,HH,PS4,TA Rules,94,79,3,3
5,Savage Deviljho,The Tyrant's Banquet,小绿,"04'22""99",262.99,SA,PS4,TA Rules,95,80,3,3
5,Savage Deviljho,The Tyrant's Banquet,osk,"04'26""78",266.78,Lance,PS4,TA Rules,96,81,2,2
5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"04'27""50",267.5,DB,PC,TA Rules,97,16,15,3
5,Savage Deviljho,The Tyrant's Banquet,のら (Nora),"04'29""31",269.31,SA,PS4,TA Rules,98,82,4,4
5,Savage Deviljho,A Reason Behind The Hunger,SG K,"04'36""36",276.36,GS,PS4,Freestyle,99,17,8,2
5,Savage Deviljho,The Tyrant's Banquet,GaRaNa,"04'40""88",280.88,SnS,PS4,Freestyle,100,83,5,5
5,Savage Deviljho,The Tyrant's Banquet,jigai,"04'41""41",281.41,Hammer,PS4,TA Rules,101,84,3,3
5,Savage Deviljho,The Tyrant's Banquet,shima,"04'42""23",282.23,SA,PS4,Freestyle,102,85,5,5
5,Savage Deviljho,A Reason Behind The Hunger,くっしー (Kusshi),"04'44""10",284.1,IG,PS4,Freestyle,103,18,5,1
5,Savage Deviljho,A Reason Behind The Hunger,蜂蜜ゆうた (Yuuta),"04'54""46",294.46,Lance,PS4,Freestyle,104,19,3,1
5,Savage Deviljho,The Tyrant's Banquet,TYJordan,"04'59""46",299.46,HBG,PS4,TA Rules,105,86,10,6
5,Savage Deviljho,A Reason Behind The Hunger, PongPong LEE,"04'59""99",299.99,LBG,PS4,Freestyle,106,20,9,4
5,Savage Deviljho,A Reason Behind The Hunger,10key,"05'07""25",307.25,CB,PS4,TA Rules,107,21,12,2
5,Savage Deviljho,The Tyrant's Banquet,Vunusa,"05'07""71",307.71,GL,PC,Freestyle,108,87,1,1
5,Savage Deviljho,A Reason Behind The Hunger, Mai LBG,"05'08""10",308.1,LBG,PS4,TA Rules,109,22,10,5
5,Savage Deviljho,The Tyrant's Banquet,DanteMundus,"05'08""20",308.2,LS,PS4,TA Rules,110,88,16,12
5,Savage Deviljho,A Reason Behind The Hunger,かげろう (Kagerou),"05'23""40",323.4,LS,PS4,Freestyle,111,23,17,5
5,Savage Deviljho,The Tyrant's Banquet,Deaga,"05'24""21",324.21,SA,PS4,TA Rules,112,89,6,6
5,Savage Deviljho,A Reason Behind The Hunger,やまもり (Yamamori),"05'26""08",326.08,SA,PS4,Freestyle,113,24,7,1
5,Savage Deviljho,A Reason Behind The Hunger,NoeL,"05'38""56",338.56,LS,PS4,TA Rules,114,25,18,6
5,Savage Deviljho,The Tyrant's Banquet,Preydator,"05'47""30",347.3,GS,PS4,TA Rules,115,90,9,7
5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"05'52""18",352.18,IG,PC,TA Rules,116,26,6,2
5,Savage Deviljho,The Tyrant's Banquet,床ぺろ (Yukapero),"05'57""43",357.43,HH,PS4,TA Rules,117,91,4,4
5,Savage Deviljho,The Tyrant's Banquet,りおなるど,"06'06""16",366.16,SA,PS4,TA Rules,118,92,8,7
5,Savage Deviljho,The Tyrant's Banquet, Mai LBG,"06'24""91",384.91,LBG,PS4,TA Rules,119,93,11,6
5,Savage Deviljho,A Reason Behind The Hunger,ゼルビス (Zelvis),"07'30""51",450.51,CB,PS4,Freestyle,120,27,13,3
5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"07'43""13",463.13,GL,PC,TA Rules,121,28,2,1
5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"07'55""10",475.1,Bow,PC,TA Rules,122,29,15,1
5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"10'32""06",632.06,SA,PC,TA Rules,123,30,9,2
