Star Rating,Monster Name,Quest,Runner,Time,Weapon,Platform,Ruleset
5,Seething Bazelgeuse,Talk About a Party Foul...,MAX,"04'55""38",Charge Blade,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,Vunusa,"04'56""96",Hammer,PC,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,柿の種 (Kakinotane),"04'57""43",Bow,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,湊雪菜 (minato yukina),"04'58""61",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,PPKPKPKP,"04'59""51",Hammer,PC,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,CeraCymmetry,"05'02""18",Charge Blade,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,ryoko,"05'03""80",Switch Axe,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,くっしー (Kusshi),"05'04""33",Insect Glaive,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,QBao,"05'05""68",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul..., 響子,"05'07""51",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,BBDW,"05'12""03",Great Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,theguywithnoaccount,"05'12""03",Light Bowgun,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Peco,"05'14""41",Switch Axe,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,yinyin lai,"05'15""18",Charge Blade,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Right,"05'17""00",Heavy Bowgun,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,ぬー (Nu),"05'17""33",Hammer,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Prominence,"05'18""75",Long Sword,PC,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,すぷかれ〜,"05'18""91",Switch Axe,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul..., 響子,"05'20""91",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,湊雪菜 (minato yukina),"05'23""10",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Vycery,"05'24""30",Lance,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,ね,"05'24""31",Insect Glaive,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul..., Mai LBG,"05'25""53",Light Bowgun,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul..., PongPong LEE,"05'26""99",Light Bowgun,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,えり (Eri),"05'27""48",Charge Blade,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Synergy Mygos,"05'27""88",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,MAX,"05'29""30",Charge Blade,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,ししまい (Shishimai),"05'32""48",Light Bowgun,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,BBDW,"05'32""83",Great Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,ハシク (Hashiku),"05'34""16",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,Zero,"05'34""23",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,くっしー (Kusshi),"05'34""93",Insect Glaive,PS4,Freestyle
5,Seething Bazelgeuse,Seething with Anger,Wyikang,"05'35""48",Charge Blade,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,湊雪菜 (minato yukina),"05'36""98",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,DanteMundus,"05'41""40",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Seething with Anger,shota (ショータ),"05'43""20",Heavy Bowgun,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,yk,"05'48""05",Lance,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,TheHeavenlyDao,"05'49""35",Light Bowgun,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,String,"05'49""65",Lance,PC,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,D-67,"05'52""00",Gunlance,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,かにたま (Kanitama),"05'52""06",Lance,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,Arthur (肉卷大大),"05'54""58",Dual Blades,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,GEKOchan (Omega339),"05'55""36",Lance,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,蜂蜜ゆうた (Yuuta),"05'56""23",Lance,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,ぐっちゃま (Guccyama),"05'57""56",Hunting Horn,PS4,TA Rules
5,Seething Bazelgeuse,Seething with Anger,のら (Nora),"06'00""11",Switch Axe,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,ミラ (Mira),"06'06""30",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,DB中二,"06'08""99",Switch Axe,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,osk,"06'09""90",Lance,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,shota (ショータ),"06'13""23",Hunting Horn,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,虚妄谜团,"06'13""61",Insect Glaive,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Peco,"06'15""03",Sword And Shield,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul..., 響子,"06'15""99",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,BBDW,"06'16""30",Great Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,ぬー (Nu),"06'17""58",Hammer,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,DanteMundus,"06'27""61",Long Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Fox Invictus,"06'28""80",Switch Axe,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,PPKPKPKP,"06'30""33",Hunting Horn,PC,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,sweet beru,"06'36""91",Switch Axe,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,りおなるど,"06'38""68",Switch Axe,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,yk,"06'47""20",Lance,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,AmaDEUS_225,"06'49""18",Hunting Horn,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,String,"06'49""43",Lance,PC,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Preydator,"06'49""45",Great Sword,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,Ray,"06'52""98",Light Bowgun,PS4,TA Rules
5,Seething Bazelgeuse,Talk About a Party Foul...,めがーぬ (Meganu),"06'59""63",Hunting Horn,PS4,TA Rules
5,Seething Bazelgeuse,Seething with Anger,Broccoli,"07'08""98",Light Bowgun,PC,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,XenophicsKR,"07'20""99",Long Sword,PS4,Freestyle
5,Seething Bazelgeuse,Talk About a Party Foul...,AmaDEUS_225,"07'50""13",Hunting Horn,PS4,TA Rules
5,Seething Bazelgeuse,Seething with Anger,あきさん (akisan),"09'21""98",Charge Blade,PS4,TA Rules
5,Seething Bazelgeuse,Seething with Anger,Paimon,"11'18""99",Light Bowgun,PS4,Freestyle
5,Teostra,Day of Ruin,DEVA,"01'11""53",Heavy Bowgun,PC,Freestyle
5,Teostra,Day of Ruin,koty,"01'21""48",Heavy Bowgun,PC,Freestyle
5,Teostra,Day of Ruin,DEVA,"01'27""21",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,VANS,"01'28""06",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,Waty~,"01'31""30",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,Lupin lll,"01'35""23",Heavy Bowgun,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,VANS,"01'37""45",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,VANS,"01'38""20",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,Waty~,"01'39""05",Heavy Bowgun,PC,Freestyle
5,Teostra,Royal Audience on the Sand,VANS,"01'40""83",Heavy Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,VANS,"01'40""86",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,VANS,"01'42""65",Heavy Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"01'43""50",Heavy Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,方天敕令 (Chidori),"01'46""26",Heavy Bowgun,PC,Freestyle
5,Teostra,Royal Audience on the Sand,Randel Daora,"01'46""58",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,VANS,"01'46""86",Heavy Bowgun,PC,Freestyle
5,Teostra,Royal Audience on the Sand,ネコがみ (Nekogami Kuroha),"01'47""76",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,Ponyteiru,"01'47""96",Heavy Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"01'48""70",Heavy Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,Lupin lll,"01'50""46",Heavy Bowgun,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,ふぃ～,"01'51""30",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,Kay,"01'54""88",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,Lupin lll,"01'55""23",Heavy Bowgun,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,ssh0703,"01'57""25",Bow,PS4,Freestyle
5,Teostra,Day of Ruin,Crimdawgx,"01'57""31",Great Sword,PC,Freestyle
5,Teostra,Day of Ruin,Crimdawgx,"01'57""31",Great Sword,PC,Freestyle
5,Teostra,Royal Audience on the Sand,りざRZX,"01'59""10",Bow,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Alter,"01'59""53",Bow,PC,TA Rules
5,Teostra,Royal Audience on the Sand,Tidus69,"02'00""51",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,Alter,"02'02""03",Bow,PC,TA Rules
5,Teostra,Royal Audience on the Sand,とないと (tonight),"02'03""18",Bow,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Lupin lll,"02'03""26",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,いろはす (Iroha),"02'03""85",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,獅獅,"02'05""48",Bow,PC,TA Rules
5,Teostra,Day of Ruin,바나나샷아저씨(bananashot),"02'07""63",Heavy Bowgun,PC,Freestyle
5,Teostra,Day of Ruin,DEVA,"02'08""26",Dual Blades,PC,Freestyle
5,Teostra,Mark of the Sun,Harper,"02'10""48",Sword And Shield,PC,Freestyle
5,Teostra,Mark of the Sun,Ponyteiru,"02'11""36",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,Alter,"02'11""53",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,TSC,"02'13""18",Hammer,PS4,Freestyle
5,Teostra,Day of Ruin,CHE car,"02'14""93",Great Sword,PC,Freestyle
5,Teostra,Day of Ruin,とないと (tonight),"02'16""03",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,Saico,"02'16""80",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"02'17""05",Bow,PC,TA Rules
5,Teostra,Day of Ruin,獅獅,"02'17""80",Bow,PC,TA Rules
5,Teostra,Royal Audience on the Sand,Laura,"02'18""60",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,さかす (Sakasu),"02'19""86",Bow,PS4,TA Rules
5,Teostra,Day of Ruin,いろはす (Iroha),"02'21""68",Bow,PC,TA Rules
5,Teostra,Royal Audience on the Sand,Laura,"02'22""00",Bow,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,orie,"02'22""25",Bow,PC,TA Rules
5,Teostra,Day of Ruin,jjjang,"02'22""51",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,トーリィ (Torri),"02'23""51",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,ふつきん (Futsukin),"02'23""73",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Alter,"02'23""83",Bow,PC,TA Rules
5,Teostra,Day of Ruin,Lis,"02'23""98",Bow,PC,TA Rules
5,Teostra,Royal Audience on the Sand,おおちん (Otin),"02'24""08",Bow,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Fay,"02'24""31",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,Minton,"02'25""08",Bow,PS4,TA Rules
5,Teostra,Day of Ruin,Tidus69,"02'25""23",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,GunGai,"02'25""26",Light Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,TSC,"02'26""01",Hammer,PS4,Freestyle
5,Teostra,Mark of the Sun,さかす (Sakasu),"02'26""76",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,きむかず (Kimkaz),"02'27""06",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Tazttyyy,"02'28""70",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Rolltorest,"02'28""90",Light Bowgun,PC,TA Rules
5,Teostra,Royal Audience on the Sand,おおちん (Otin),"02'29""16",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,Tazttyyy,"02'29""38",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,泠风青叶,"02'29""63",Great Sword,PC,TA Rules
5,Teostra,Day of Ruin,rielj,"02'29""96",Heavy Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,きむかず (Kimkaz),"02'30""38",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Laura,"02'30""75",Bow,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Tidus69,"02'31""75",Bow,PC,TA Rules
5,Teostra,Royal Audience on the Sand,ZeroFata,"02'34""33",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,HK_MH_OLAY,"02'34""99",Great Sword,PC,Freestyle
5,Teostra,Royal Audience on the Sand,Phemeto,"02'35""58",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,トーリィ (Torri),"02'35""73",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Vivern96,"02'35""91",Switch Axe,PC,Freestyle
5,Teostra,Royal Audience on the Sand,ARTA,"02'35""96",Bow,PC,Freestyle
5,Teostra,Royal Audience on the Sand,Vivern96,"02'38""21",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,Ponyteiru,"02'38""35",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,Scrillix,"02'38""91",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,Tazttyyy,"02'39""58",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,YOLO,"02'39""96",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,いろはす (Iroha),"02'40""41",Bow,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Scrillix,"02'40""80",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,HK_MH_OLAY,"02'41""55",Great Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,MEGA evolution (めがしんか),"02'41""55",Bow,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Tidus69,"02'42""25",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,slime,"02'42""73",Sword And Shield,PC,TA Rules
5,Teostra,Day of Ruin,Kuroha,"02'43""48",Bow,PC,Freestyle
5,Teostra,Mark of the Sun,りざRZX,"02'43""66",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Vivern96,"02'43""86",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,SIX ZERO,"02'44""16",Bow,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,CutieHunter,"02'44""25",Heavy Bowgun,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Vivern96,"02'44""26",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,きむかず (Kimkaz),"02'44""50",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,HCZS,"02'45""00",Charge Blade,PC,TA Rules
5,Teostra,Royal Audience on the Sand,ワイ氏 (Wai-shi),"02'45""93",Great Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,Momo,"02'46""95",Bow,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Extros,"02'47""11",Bow,PS4,Freestyle
5,Teostra,Day of Ruin,Momo,"02'47""21",Bow,PC,TA Rules
5,Teostra,Mark of the Sun,Laura,"02'47""31",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Osiris,"02'47""66",Long Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,Beer,"02'48""86",Great Sword,PC,TA Rules
5,Teostra,Royal Audience on the Sand,GunGai,"02'49""56",Light Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,さかす (Sakasu),"02'52""15",Bow,PS4,TA Rules
5,Teostra,Day of Ruin,DEVA,"02'52""43",Dual Blades,PC,Freestyle
5,Teostra,Royal Audience on the Sand,インザーギ (Ks Nd Zagi),"02'52""51",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,愛されてドドリア (Aisaretedodoria),"02'53""93",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,Scrillix,"02'54""33",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,인생은셀프 (JIN),"02'54""33",Sword And Shield,PS4,TA Rules
5,Teostra,Day of Ruin,인생은셀프 (JIN),"02'54""55",Sword And Shield,PS4,TA Rules
5,Teostra,Mark of the Sun,きむかず (Kimkaz),"02'54""75",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,きむかず (Kimkaz),"02'57""01",Bow,PS4,Freestyle
5,Teostra,Day of Ruin,HCZS,"02'57""16",Charge Blade,PC,TA Rules
5,Teostra,Mark of the Sun,トーリィ (Torri),"02'57""33",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,MEGA evolution (めがしんか),"02'57""90",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,라료라료,"02'58""26",Hunting Horn,PC,Freestyle
5,Teostra,Royal Audience on the Sand,Terra,"02'58""30",Bow,PS4,Freestyle
5,Teostra,Mark of the Sun,SEAFIGHT,"02'59""11",Charge Blade,PS4,TA Rules
5,Teostra,Mark of the Sun,MEGA evolution (めがしんか),"02'59""68",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Kahlan,"03'01""30",Charge Blade,PC,TA Rules
5,Teostra,Mark of the Sun,トーリィ (Torri),"03'01""50",Bow,PS4,TA Rules
5,Teostra,Mark of the Sun,Farah,"03'02""60",Dual Blades,PS4,Freestyle
5,Teostra,Mark of the Sun,Wizard Jerry,"03'03""51",Long Sword,PC,TA Rules
5,Teostra,Day of Ruin,대전설GLGD,"03'04""15",Dual Blades,PC,TA Rules
5,Teostra,Day of Ruin,GunGai,"03'05""51",Light Bowgun,PC,Freestyle
5,Teostra,Day of Ruin,바나나샷아저씨(bananashot),"03'05""53",Light Bowgun,PC,Freestyle
5,Teostra,Mark of the Sun,Crowoly,"03'06""46",Dual Blades,PC,TA Rules
5,Teostra,Mark of the Sun,luna,"03'06""65",Light Bowgun,PS4,Freestyle
5,Teostra,Day of Ruin,slime,"03'07""65",Sword And Shield,PC,TA Rules
5,Teostra,Mark of the Sun,TBT,"03'08""08",Light Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,ノイ (Noi),"03'08""48",Light Bowgun,PS4,TA Rules
5,Teostra,Mark of the Sun,マサ (masa),"03'09""08",Dual Blades,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Randel Daora,"03'10""45",Light Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,愛されてドドリア (Aisaretedodoria),"03'10""73",Heavy Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,Mzly,"03'11""18",Long Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,Shiro,"03'12""10",Great Sword,PS4,TA Rules
5,Teostra,Mark of the Sun,恶魔的眼睛xx,"03'12""13",Long Sword,PS4,TA Rules
5,Teostra,Mark of the Sun,Konnorad,"03'12""83",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,Konnorad,"03'12""83",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,花舞,"03'12""93",Dual Blades,PC,TA Rules
5,Teostra,Day of Ruin,HCZS,"03'13""00",Charge Blade,PC,TA Rules
5,Teostra,Mark of the Sun,Peppo,"03'13""40",Long Sword,PS4,Freestyle
5,Teostra,Day of Ruin,梦游的花舞,"03'15""06",Dual Blades,PC,TA Rules
5,Teostra,Mark of the Sun,トーカ (Toka),"03'15""45",Sword And Shield,PS4,TA Rules
5,Teostra,Mark of the Sun,Ruse,"03'15""76",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,泉水 (Izumi),"03'16""18",Hammer,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Rbx Vgames,"03'16""41",Long Sword,PS4,Freestyle
5,Teostra,Day of Ruin,Aris,"03'17""95",Great Sword,PC,TA Rules
5,Teostra,Royal Audience on the Sand,shota (ショータ),"03'17""99",Heavy Bowgun,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Orion,"03'18""36",Charge Blade,PC,TA Rules
5,Teostra,Mark of the Sun,Mzly,"03'18""41",Long Sword,PS4,TA Rules
5,Teostra,Mark of the Sun,Arthur (肉卷大大),"03'19""65",Dual Blades,PS4,TA Rules
5,Teostra,Day of Ruin,slime,"03'19""66",Sword And Shield,PC,TA Rules
5,Teostra,Mark of the Sun,なつめ棗 (Natsume),"03'20""40",Dual Blades,PS4,TA Rules
5,Teostra,Mark of the Sun,Hybris,"03'22""03",Hammer,PS4,TA Rules
5,Teostra,Mark of the Sun,Starlord_MHW,"03'22""03",Charge Blade,PC,Freestyle
5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"03'22""16",Heavy Bowgun,PC,TA Rules
5,Teostra,Royal Audience on the Sand,Fataripper,"03'22""21",Hunting Horn,PS4,Freestyle
5,Teostra,Mark of the Sun,ぜん (Zen),"03'22""40",Sword And Shield,PS4,TA Rules
5,Teostra,Day of Ruin,대전설GLGD,"03'22""50",Dual Blades,PC,TA Rules
5,Teostra,Mark of the Sun,Arthur (肉卷大大),"03'22""63",Dual Blades,PS4,TA Rules
5,Teostra,Mark of the Sun,DOKRAHM,"03'23""96",Gunlance,PC,TA Rules
5,Teostra,Mark of the Sun,DOKRAHM,"03'23""96",Gunlance,PC,TA Rules
5,Teostra,Mark of the Sun,anniii,"03'24""00",Great Sword,PC,Freestyle
5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"03'25""43",Light Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,Peppo,"03'26""51",Long Sword,PC,TA Rules
5,Teostra,Day of Ruin,Vivern96,"03'28""18",Switch Axe,PC,Freestyle
5,Teostra,Royal Audience on the Sand,王小卷,"03'28""80",Switch Axe,PC,Freestyle
5,Teostra,Mark of the Sun,トモキ (Tomoki),"03'28""85",Light Bowgun,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Patrick_Oscar,"03'30""99",Insect Glaive,PS4,Freestyle
5,Teostra,Mark of the Sun,WinterMayfly,"03'32""00",Gunlance,PC,Freestyle
5,Teostra,Day of Ruin,Tu Amigo Drago,"03'32""58",Heavy Bowgun,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,Note,"03'34""21",Dual Blades,PC,Freestyle
5,Teostra,Day of Ruin,Kekko,"03'35""36",Switch Axe,PC,TA Rules
5,Teostra,Day of Ruin,Mzly,"03'35""38",Long Sword,PC,TA Rules
5,Teostra,Mark of the Sun,Phemeto,"03'35""78",Light Bowgun,PC,TA Rules
5,Teostra,Mark of the Sun,毛肚,"03'35""99",Long Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,syn,"03'36""00",Hammer,PC,TA Rules
5,Teostra,Mark of the Sun,Lautus Pluma,"03'36""58",Gunlance,PC,Freestyle
5,Teostra,Day of Ruin,N1gen,"03'37""60",Light Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,愛されてドドリア (Aisaretedodoria),"03'39""78",Heavy Bowgun,PS4,Freestyle
5,Teostra,Day of Ruin,wellX1,"03'39""98",Hammer,PS4,TA Rules
5,Teostra,Royal Audience on the Sand, PongPong LEE,"03'39""99",Light Bowgun,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,陌影,"03'40""28",Charge Blade,PC,Freestyle
5,Teostra,Royal Audience on the Sand,Fataripper,"03'40""38",Dual Blades,PS4,Freestyle
5,Teostra,Day of Ruin,Orion,"03'40""58",Charge Blade,PC,TA Rules
5,Teostra,Day of Ruin,あーるえむ,"03'40""63",Long Sword,PC,TA Rules
5,Teostra,Day of Ruin,Kikitoudur,"03'41""20",Charge Blade,PS4,Freestyle
5,Teostra,Day of Ruin,Tu Amigo Drago,"03'41""55",Great Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,DRE,"03'42""25",Switch Axe,Xbox,TA Rules
5,Teostra,Royal Audience on the Sand,はおー (Haoh),"03'42""25",Light Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,Agirao,"03'43""26",Great Sword,PS4,TA Rules
5,Teostra,Day of Ruin,seemo,"03'43""96",Hammer,PS4,TA Rules
5,Teostra,Mark of the Sun,陌影,"03'44""33",Charge Blade,PC,Freestyle
5,Teostra,Mark of the Sun,トモキ (Tomoki),"03'44""40",Light Bowgun,PS4,TA Rules
5,Teostra,Mark of the Sun,V1489 Cygni,"03'44""56",Hammer,PS4,Freestyle
5,Teostra,Day of Ruin,Fataripper,"03'44""63",Hunting Horn,PS4,Freestyle
5,Teostra,Mark of the Sun,トーカ (Toka),"03'44""91",Sword And Shield,PS4,TA Rules
5,Teostra,Mark of the Sun,iwa,"03'45""66",Charge Blade,PS4,TA Rules
5,Teostra,Mark of the Sun,CeraCymmetry,"03'45""80",Gunlance,PC,TA Rules
5,Teostra,Mark of the Sun,Shiro,"03'46""16",Great Sword,PS4,TA Rules
5,Teostra,Mark of the Sun,tatsuffy,"03'46""43",Heavy Bowgun,PS4,Freestyle
5,Teostra,Royal Audience on the Sand,小聖_,"03'47""53",Great Sword,PS4,TA Rules
5,Teostra,Mark of the Sun,Gilgy,"03'48""25",Gunlance,PC,TA Rules
5,Teostra,Day of Ruin,N1gen,"03'49""46",Light Bowgun,PS4,Freestyle
5,Teostra,Mark of the Sun,내가몬헌발명,"03'49""76",Gunlance,PC,TA Rules
5,Teostra,Mark of the Sun,小绿,"03'49""99",Switch Axe,PS4,TA Rules
5,Teostra,Royal Audience on the Sand,Satia,"03'50""30",Switch Axe,PS4,Freestyle
5,Teostra,Mark of the Sun,JJ,"03'50""81",Long Sword,PS4,Freestyle
5,Teostra,Mark of the Sun,Bertrand (베르트랑),"03'51""18",Hammer,PS4,Freestyle
